Name		chromosome	base_pair_location	other_allele	effect_allele	Trait	Cohort	Model	beta	ci_lower	ci_upper	p_value	effect_allele_frequency	standard_error	Rank	CRISPR gene?	Our p-val
PKD2	ENSG00000118762).GENE.M3.01	4	88007733	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.05777	-0.109622	-0.00591821	0.0289866	0.00149629	0.998501	2842	#N/A	#N/A
LRP1	ENSG00000123384).GENE.M3.singleton	12	57128964	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.109143	-0.207133	-0.0111532	0.0290323	0.000418134	0.999582	2843	#N/A	#N/A
TMEM245	ENSG00000106771).GENE.M3.001	9	109020459	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0603983	0.00616587	0.114631	0.0290506	0.00136866	0.998629	2844	#N/A	#N/A
UTF1	ENSG00000171794).GENE.M1.001	10	133230288	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.305027	-0.578929	-0.031125	0.0290589	5.35E-05	0.999947	2845	#N/A	#N/A
ADGRL3	ENSG00000150471).GENE.M3.0001	4	61497293	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0792895	-0.150489	-0.00809043	0.0290596	0.000792511	0.999207	2846	#N/A	#N/A
HIST1H3C	ENSG00000278272).GENE.M1.001	6	26045410	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.195828	0.0199627	0.371693	0.0290769	0.000130059	0.99987	2847	#N/A	#N/A
PLPPR2	ENSG00000105520).GENE.M3.0001	19	11357673	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.202342	-0.384069	-0.0206147	0.0290875	0.000127628	0.999872	2848	#N/A	#N/A
GRAP2	ENSG00000100351).GENE.M3.001	22	39947106	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.106304	-0.201786	-0.0108213	0.0291026	0.000437583	1.00512	2849	#N/A	#N/A
PHF7	ENSG00000010318).GENE.M3.0001	3	52412879	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.179504	0.0182661	0.340742	0.0291094	0.000151938	1.01585	2850	#N/A	#N/A
BUD13	ENSG00000137656).GENE.M3.singleton	11	116748481	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.259092	0.0263316	0.491852	0.0291324	7.41E-05	0.999926	2851	#N/A	#N/A
MTFP1	ENSG00000242114).GENE.M3.1	22	30425879	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0509781	0.00517184	0.0967845	0.0291644	0.00253312	0.99746	2852	#N/A	#N/A
ANO9	ENSG00000185101).GENE.M3.001	11	418370	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0767982	-0.145813	-0.00778366	0.0291823	0.000844777	0.999155	2853	#N/A	#N/A
PEX2	ENSG00000164751).GENE.M3.01	8	76983260	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0875204	0.0088638	0.166177	0.0291958	0.000650296	0.999349	2854	#N/A	#N/A
FIGLA	ENSG00000183733).GENE.M1.singleton	2	70777366	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.563386	-1.06972	-0.0570558	0.0291966	1.58E-05	0.999984	2855	#N/A	#N/A
DGUOK	ENSG00000114956).GENE.M3.001	2	73926910	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0912551	-0.173278	-0.00923189	0.0292158	0.000602891	0.999397	2856	#N/A	#N/A
JOSD1	ENSG00000100221).GENE.M3.001	22	38687901	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.196238	0.019836	0.372639	0.029231	0.000128844	0.999871	2857	#N/A	#N/A
TAS2R40	ENSG00000221937).GENE.M1.0001	7	143222078	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.332306	-0.631064	-0.0335487	0.0292533	4.50E-05	0.999955	2858	#N/A	#N/A
SHANK2	ENSG00000162105).GENE.M3.1	11	70472868	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.038068	-0.0722965	-0.00383956	0.0292707	0.00345569	0.997238	2859	#N/A	#N/A
NFKBIB	ENSG00000104825).GENE.M1.singleton	19	38900032	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.553419	0.0557985	1.05104	0.0292771	1.70E-05	0.999983	2860	#N/A	#N/A
THEM6	ENSG00000130193).GENE.M1.0001	8	142727346	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.49029	0.0493847	0.931196	0.0292949	2.07E-05	0.999979	2861	#N/A	#N/A
SEC14L5	ENSG00000103184).GENE.M1.01	16	4959323	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0705781	-0.134051	-0.00710494	0.0293053	0.000999147	0.999	2862	#N/A	#N/A
QRICH2	ENSG00000129646).GENE.M1.singleton	17	76274235	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.265441	-0.504166	-0.0267167	0.0293085	7.05E-05	0.999929	2863	#N/A	#N/A
APOBEC1	ENSG00000111701).GENE.M1.001	12	7649546	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.262985	-0.499513	-0.026458	0.0293164	7.17E-05	0.999928	2864	#N/A	#N/A
BICDL1	ENSG00000135127).GENE.M1.001	12	119989868	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.198062	0.0199028	0.376221	0.0293378	0.000126413	0.999874	2865	#N/A	#N/A
FAM89A	ENSG00000182118).GENE.M1.01	1	231019862	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0743406	-0.141211	-0.00747019	0.029338	0.000909199	0.99909	2866	#N/A	#N/A
CTAGE8	ENSG00000244693).GENE.M1.01	7	144266916	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0629191	-0.119535	-0.0063029	0.0293941	0.00124833	1.0046	2867	#N/A	#N/A
SFSWAP	ENSG00000061936).GENE.M3.001	12	131711229	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0593285	0.00593466	0.112722	0.02942	0.00140877	1.00032	2868	#N/A	#N/A
AC004076.9	ENSG00000268163).GENE.M1.1	19	57438040	ref	M1.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0244422	0.00243815	0.0464462	0.0294704	0.00876624	1.00179	2869	#N/A	#N/A
ZNF549	ENSG00000121406).GENE.M1.singleton	19	57527573	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.384006	-0.729752	-0.0382603	0.0294915	3.52E-05	0.999965	2870	#N/A	#N/A
RLN3	ENSG00000171136).GENE.M3.singleton	19	14028204	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.474501	0.0472734	0.901729	0.0294927	2.31E-05	0.999977	2871	#N/A	#N/A
RXFP2	ENSG00000133105).GENE.M3.001	13	31739612	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0616486	0.00613128	0.117166	0.0295238	0.00130181	1.00057	2872	#N/A	#N/A
MED24	ENSG00000008838).GENE.M3.1	17	40019151	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0296625	0.00294444	0.0563806	0.0295583	0.00566912	0.99818	2873	#N/A	#N/A
C12orf29	ENSG00000133641).GENE.M3.singleton	12	88035648	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.300687	-0.571528	-0.0298464	0.029559	5.47E-05	0.999945	2874	#N/A	#N/A
CTSB	ENSG00000164733).GENE.M3.1	8	11845124	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0272954	-0.0518815	-0.00270926	0.0295596	0.00672297	0.995416	2875	#N/A	#N/A
MYOT	ENSG00000120729).GENE.M1.0001	5	137870651	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.25435	-0.48347	-0.0252303	0.0295708	7.66E-05	0.999923	2876	#N/A	#N/A
BEST1	ENSG00000167995).GENE.M3.01	11	61951806	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0545091	-0.103613	-0.00540553	0.0295758	0.00166889	0.999787	2877	#N/A	#N/A
ZNF812P	ENSG00000224689).GENE.M1.0001	19	9690137	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.225534	0.0223616	0.428707	0.0295791	0.000102103	0.999898	2878	#N/A	#N/A
KLHL2	ENSG00000109466).GENE.M3.001	4	165207876	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.101613	-0.193174	-0.0100525	0.029619	0.00047891	0.999521	2879	#N/A	#N/A
CPA6	ENSG00000165078).GENE.M1.001	8	67422503	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.12813	0.0126506	0.24361	0.0296546	0.000301446	0.999698	2880	#N/A	#N/A
BBS2	ENSG00000125124).GENE.M3.01	16	56484760	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.043501	-0.0827089	-0.00429321	0.0296618	0.00262671	0.997366	2881	#N/A	#N/A
MPC1L	ENSG00000238205).GENE.M1.singleton	23	40623565	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.761298	-1.44757	-0.0750275	0.0296871	6.08E-06	1.4	2882	#N/A	#N/A
OSGIN2	ENSG00000164823).GENE.M1.001	8	89902793	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.191338	-0.36391	-0.0187649	0.0297741	0.000134921	0.999865	2883	#N/A	#N/A
RP11-644F5.10	ENSG00000258311).GENE.M1.singleton	12	55716051	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.761213	-1.44783	-0.0746002	0.0297868	8.51E-06	0.999991	2884	#N/A	#N/A
NRTN	ENSG00000171119).GENE.M3.001	19	5824165	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.128276	0.0125447	0.244007	0.0298244	0.000314816	0.999685	2885	#N/A	#N/A
AREL1	ENSG00000119682).GENE.M3.singleton	14	74663719	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.182267	-0.346713	-0.0178216	0.0298275	0.000148292	0.999852	2886	#N/A	#N/A
AFM	ENSG00000079557).GENE.M1.0001	4	73481775	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.2004	-0.381208	-0.0195922	0.0298297	0.000122766	0.999877	2887	#N/A	#N/A
PGC	ENSG00000096088).GENE.M3.0001	6	41736851	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.165185	-0.314226	-0.0161432	0.0298364	0.000181111	0.999819	2888	#N/A	#N/A
OR5D14	ENSG00000186113).GENE.M3.0001	11	55795555	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.274102	-0.521476	-0.0267286	0.0298755	6.56E-05	0.999934	2889	#N/A	#N/A
PDAP1	ENSG00000106244).GENE.M3.0001	7	99396681	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.203411	0.0198275	0.386995	0.0298824	0.00011912	0.999881	2890	#N/A	#N/A
EPN1	ENSG00000063245).GENE.M3.0001	19	55677171	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.123565	0.0120419	0.235087	0.0298862	0.000339126	0.999661	2891	#N/A	#N/A
TMC8	ENSG00000167895).GENE.M3.01	17	78131588	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.076974	0.00749695	0.146451	0.0298968	0.000831407	1.00209	2892	#N/A	#N/A
FAM170A	ENSG00000164334).GENE.M1.0001	5	119629768	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.284951	-0.542172	-0.0277309	0.029911	6.08E-05	0.999939	2893	#N/A	#N/A
EEF1B2	ENSG00000114942).GENE.M1.singleton	2	206159979	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.490514	-0.933295	-0.0477332	0.029912	2.07E-05	0.999979	2894	#N/A	#N/A
NDFIP2	ENSG00000102471).GENE.M1.001	13	79481203	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.235471	0.0228883	0.448054	0.029932	8.87E-05	0.999911	2895	#N/A	#N/A
CREB3L3	ENSG00000060566).GENE.M3.001	19	4153747	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0847525	0.00823408	0.161271	0.0299407	0.000720796	0.999279	2896	#N/A	#N/A
ANK3	ENSG00000151150).GENE.M3.1	10	60042690	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.016852	0.00163691	0.0320671	0.0299443	0.0178923	0.986762	2897	#N/A	#N/A
CKS1B	ENSG00000173207).GENE.M3.0001	1	154974745	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.308555	-0.587172	-0.0299371	0.0299645	5.23E-05	0.999948	2898	#N/A	#N/A
REEP3	ENSG00000165476).GENE.M3.0001	10	63521545	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.158579	0.0153674	0.301791	0.0299857	0.000195697	0.999804	2899	#N/A	#N/A
PPP5C	ENSG00000011485).GENE.M3.01	19	46347096	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.074127	-0.141084	-0.00717033	0.0300178	0.000965113	1.00408	2900	#N/A	#N/A
ZFYVE26	ENSG00000072121).GENE.M3.singleton	14	67748435	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.12498	0.0120839	0.237876	0.0300258	0.000314816	0.999685	2901	#N/A	#N/A
SULT1C4	ENSG00000198075).GENE.M3.singleton	2	108378337	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.421412	0.0407427	0.802081	0.0300267	2.80E-05	0.999972	2902	#N/A	#N/A
NOP16	ENSG00000048162).GENE.M1.singleton	5	176383963	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.538001	0.0519945	1.02401	0.0300336	1.70E-05	0.999983	2903	#N/A	#N/A
TFG	ENSG00000114354).GENE.M3.singleton	3	100713685	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.264096	0.0255202	0.502672	0.0300357	7.05E-05	0.999929	2904	#N/A	#N/A
XCL2	ENSG00000143185).GENE.M3.01	1	168540951	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.126928	-0.241603	-0.0122542	0.0300518	0.000306308	1.00763	2906	#N/A	#N/A
ZFPM1	ENSG00000179588).GENE.M1.001	16	88453638	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.146773	0.0141695	0.279376	0.0300525	0.000228515	0.999771	2907	#N/A	#N/A
SCN8A	ENSG00000196876).GENE.M1.singleton	12	51662817	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.373377	0.0360122	0.710743	0.0300689	3.52E-05	0.999965	2908	#N/A	#N/A
IL12A	ENSG00000168811).GENE.M1.0001	3	159989056	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.339869	-0.646971	-0.0327673	0.0300759	4.25E-05	0.999957	2909	#N/A	#N/A
USP36	ENSG00000055483).GENE.M3.1	17	78798419	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0370139	0.00356742	0.0704603	0.0300815	0.00361006	0.998404	2910	#N/A	#N/A
MPPE1	ENSG00000154889).GENE.M3.singleton	18	11884444	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.27098	-0.515843	-0.0261164	0.0300821	6.69E-05	0.999933	2911	#N/A	#N/A
COL4A4	ENSG00000081052).GENE.M1.001	2	227007324	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.139419	0.0134117	0.265427	0.030115	0.000255256	0.999745	2912	#N/A	#N/A
NEK9	ENSG00000119638).GENE.M3.1	14	75084563	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0406966	0.00391387	0.0774794	0.0301196	0.00298042	0.999465	2913	#N/A	#N/A
MYO5C	ENSG00000128833).GENE.M1.singleton	15	52193901	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.220615	-0.420019	-0.0212117	0.030124	0.000100887	0.999899	2914	#N/A	#N/A
MAN2A1	ENSG00000112893).GENE.M3.001	5	109690417	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0602984	-0.114809	-0.00578812	0.0301525	0.00135651	0.998642	2915	#N/A	#N/A
PLCL2	ENSG00000154822).GENE.M3.01	3	16885039	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0879297	-0.167425	-0.00843453	0.0301649	0.00063571	0.999364	2916	#N/A	#N/A
TTF1	ENSG00000125482).GENE.M3.singleton	9	132375914	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.25739	-0.490109	-0.0246707	0.0301784	7.41E-05	0.999926	2917	#N/A	#N/A
SIDT1	ENSG00000072858).GENE.M3.singleton	3	113533021	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.176939	-0.336935	-0.0169438	0.0301946	0.0001568	0.999843	2918	#N/A	#N/A
OR1Q1	ENSG00000165202).GENE.M3.0001	9	122614737	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.243735	0.0233326	0.464138	0.0302003	8.27E-05	0.999917	2919	#N/A	#N/A
PLAC8	ENSG00000145287).GENE.M3.0001	4	83094686	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.255118	0.0244079	0.485829	0.0302106	7.54E-05	0.999925	2920	#N/A	#N/A
ZNF324	ENSG00000083812).GENE.M3.01	19	58469185	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.101359	-0.193024	-0.00969483	0.0302152	0.000502004	0.999498	2921	#N/A	#N/A
PCDHB12	ENSG00000120328).GENE.M1.001	5	141208907	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.131488	0.0125738	0.250403	0.030219	0.000284429	0.999715	2922	#N/A	#N/A
NPPA	ENSG00000175206).GENE.M1.01	1	11846002	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.106656	-0.203125	-0.0101874	0.0302393	0.000436367	0.999563	2923	#N/A	#N/A
DCAF13	ENSG00000164934).GENE.M3.001	8	103414990	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0845311	-0.160996	-0.00806594	0.0302569	0.000685546	1.00286	2924	#N/A	#N/A
SAR1B	ENSG00000152700).GENE.M3.0001	5	134606949	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.185871	-0.354013	-0.0177292	0.0302633	0.000142214	0.999858	2925	#N/A	#N/A
FBXO46	ENSG00000177051).GENE.M1.singleton	19	45711683	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.51454	-0.980007	-0.0490742	0.0302651	1.94E-05	0.999981	2926	#N/A	#N/A
TEX13D	ENSG00000282419).GENE.M1.singleton	23	124332917	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.556669	0.0530893	1.06025	0.0302661	1.34E-05	1.18181	2927	#N/A	#N/A
LRRC3	ENSG00000160233).GENE.M1.01	21	44456644	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.155809	0.0148363	0.296781	0.0302932	0.000201774	0.999798	2928	#N/A	#N/A
EDAR	ENSG00000135960).GENE.M3.0001	2	108896906	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.130285	0.0123983	0.248172	0.0303039	0.000291722	0.999708	2929	#N/A	#N/A
RPL34	ENSG00000109475).GENE.M1.singleton	4	108621959	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.819494	-1.56107	-0.0779189	0.0303187	7.29E-06	0.999993	2930	#N/A	#N/A
RGL2	ENSG00000237441).GENE.M3.001	6	33292101	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0697583	-0.132884	-0.00663224	0.03032	0.0010113	0.998988	2931	#N/A	#N/A
RHOV	ENSG00000104140).GENE.M1.0001	15	40873057	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.486803	0.046275	0.927331	0.0303229	2.07E-05	0.999979	2932	#N/A	#N/A
HIF1A	ENSG00000100644).GENE.M1.0001	14	61695804	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.239835	0.0227598	0.456909	0.0303523	8.51E-05	0.999915	2933	#N/A	#N/A
ECEL1	ENSG00000171551).GENE.M3.0001	2	232480152	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0862134	-0.164258	-0.00816871	0.0303794	0.000666098	0.999333	2934	#N/A	#N/A
IGF1R	ENSG00000140443).GENE.M3.singleton	15	98649581	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.150848	-0.287411	-0.0142847	0.0303893	0.000215145	0.999785	2935	#N/A	#N/A
TGFBR3L	ENSG00000260001).GENE.M1.001	19	7916267	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.234396	-0.446599	-0.0221923	0.0303924	9.36E-05	0.999906	2936	#N/A	#N/A
ATP6V1G3	ENSG00000151418).GENE.M3.0001	1	198523390	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.256299	-0.488344	-0.0242542	0.030401	7.54E-05	0.999925	2937	#N/A	#N/A
TPP2	ENSG00000134900).GENE.M3.1	13	102597038	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.039043	0.00369229	0.0743936	0.0304124	0.00321745	1.00056	2938	#N/A	#N/A
FAM186B	ENSG00000135436).GENE.M1.singleton	12	49584513	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.379185	-0.722518	-0.0358512	0.0304164	3.40E-05	0.999966	2939	#N/A	#N/A
FLNC	ENSG00000128591).GENE.M3.001	7	128830637	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0299573	-0.0570837	-0.0028309	0.0304256	0.00551597	0.994897	2940	#N/A	#N/A
EXD3	ENSG00000187609).GENE.M3.0001	9	137306949	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.153497	0.0144841	0.292511	0.0304507	0.000207852	0.999792	2941	#N/A	#N/A
AQP6	ENSG00000086159).GENE.M1.001	12	49973173	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.195778	-0.373089	-0.0184666	0.0304574	0.000127628	0.999872	2942	#N/A	#N/A
CCDC85A	ENSG00000055813).GENE.M3.0001	2	56184624	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.124808	0.0117674	0.237849	0.0304648	0.000317247	0.999683	2943	#N/A	#N/A
ACP2	ENSG00000134575).GENE.M3.singleton	11	47240115	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.252864	-0.481893	-0.0238356	0.0304688	7.66E-05	0.999923	2944	#N/A	#N/A
SLC44A3	ENSG00000143036).GENE.M3.1	1	94820451	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0393498	-0.0749919	-0.00370769	0.0304758	0.00320529	0.999828	2945	#N/A	#N/A
POLR2C	ENSG00000102978).GENE.M3.singleton	16	57462724	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.295925	-0.563971	-0.027879	0.0304784	5.59E-05	0.999944	2946	#N/A	#N/A
